IC50,QED,SMILES,MW,aLogP,HBA,HBD,RotBond,AromRings,Score
46.266792,0.5820039373116855,CC(C)c1cc(Sc2ccc(F)cc2)cnc1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,405.49100000000016,4.095100000000004,6,3,9,2,-7.7
119.20734,0.5375358705854956,CC(C)c1cc(-c2ccncc2)cc(CC2CCCCC2)c1OCC(O)C[C@@H](O)CC(=O)[O-],454.5870000000003,3.6255000000000015,6,2,11,2,-7.9
24.038269,0.565791550415896,CC(C)c1c(O)cc(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,377.41200000000015,3.180500000000001,5,4,8,2,-7.4
36.724457,0.44727415411531907,CC(C)c1cc(-c2(-c3ccccc3)c(F)c(-c3ccc(F)cc3)nc(N(C)S(C)(=O)=O)nc2C(C)C)c1,523.6490000000002,6.282200000000008,2,0,6,2,0.0
2.3694413,0.3683067406678045,CC(C)c1cc(-c2cccc(Cl)c2)c(-c2ccc(F)cc2)n1/C=C/[C@H](O)C[C@H](O)CC(=O)O,471.9560000000002,5.795300000000007,4,3,9,3,-8.0
2.6338742,0.3766019525079817,CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)c(Cl)c2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,490.93400000000014,5.329400000000007,5,3,9,3,-8.3
6.213533,0.6623371154258123,CC(C)c1cc(C(C)(C)C)cc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-],427.5360000000002,4.1787000000000045,4,2,8,2,-8.2
1.2913483,0.19758945593354146,CC(C)c1cc(-c2ccc(F)cc2)c(-c2cccc(Cl)c2)n1/C=C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)CC(=O)O,556.0300000000003,6.196400000000008,6,4,12,3,-7.2
16.830822,0.3742284123453021,CC(C)c1nc(-c2ccc(F)c(OCCN(C)C)c2)nc(-c2ccc(F)cc2)c1/C=C/[C@H]1C[C@H](O)CC(=O)O1,537.6070000000002,5.232300000000007,7,1,9,3,-8.6
10.684787,0.6083512626745285,CC(C)c1cc(-c2ccc(F)cc2)c(Br)cc1OCC(O)C[C@@H](O)CC(=O)[O-],454.31200000000024,3.0093000000000023,5,2,9,2,-7.7
23.572115,0.4676322931563478,CC(C)c1cc(-c2cc(F)ccc2)cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC(=O)[O-],469.50400000000025,4.052900000000005,5,2,10,3,-8.7
86.57333,0.8393993964284928,CC(C)c1ncc(-c2ccc(F)cc2)cc1/C=C/[C@H]1C[C@H](O)CC(=O)O1,355.40900000000016,4.090800000000003,4,1,4,2,-7.6
3.6369135,0.2397788272841783,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@H](O)C[C@@H](Oc1ccccc1)C(=O)NO,558.6320000000003,3.5191000000000017,8,3,11,3,-9.3
23.41028,0.5971786419726253,CC(C)c1cc(Sc2ccc(F)cc2)c(/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c(C(C)C)n1,429.55700000000024,5.698400000000007,5,1,6,2,-8.0
4.6907887,0.7034306145568017,CC(C)c1nc(-c2ccc(F)cc2)c(/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c(C(C)C)c1,397.4900000000002,5.214200000000005,4,1,5,2,-7.7
262.86835,0.8172550896534829,CC(C)c1cc(N(C)S(C)(=O)=O)cc(-c2ccc(F)cc2)c1OC,351.44300000000004,4.020500000000004,3,0,5,2,-6.7
3.6785471,0.4698020340853984,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@H](O)C[C@H](O)CC(=O)O,481.5460000000002,2.4017,8,3,10,2,-8.0
16.587494,0.09505594281277317,CC(C)c1cc(SC(C)(C)Sc2cc(-c3ccc(F)cc3)c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c2)cc(-c2ccc(F)cc2)c1,693.8980000000003,8.796800000000005,7,2,15,4,-7.9
17.32563,0.5084706697797188,CC(C)c1cc(-c2cccnc2)cc(-c2ccc(F)cc2)c1CCC1C[C@@H](O)CC(=O)O1,433.52300000000025,5.677200000000006,4,1,6,3,-9.2
109.04789,0.6872891648638656,CC(C)c1ncc(-c2ccc(F)cc2)cc1-c1ccc(F)cc1O,325.358,5.522800000000005,2,1,3,3,-7.1
222.29271,0.719443961790426,CC(C)c1cc(Sc2ccc(F)cc2)cc(/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c1,386.48800000000017,5.180000000000006,4,1,5,2,-8.1
544.69794,0.8313481590362659,CC(C)c1nc(CN(C)C(=O)O)cc(C(C)(C)O)c1-c1ccc(F)cc1,360.4290000000001,4.348300000000004,4,2,5,2,-7.3
14.310449,0.504167072314026,CC(C)c1cc(Cl)c(C(=O)O)c(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC(=O)[O-],453.87000000000023,2.5984000000000016,7,3,10,2,-7.5
14.581453,0.08748365734571824,CC(C)c1cc(SC(C)(C)Sc2cc(-c3ccc(F)cc3)c(OCC(O)C[C@H](O)CC(=O)[O-])c(C(C)C)c2)cc(-c2ccc(F)cc2)c1OC,723.9240000000002,8.805400000000006,8,2,16,4,-8.5
98.544235,0.664810360951047,CC(C)c1ccc([C@H](C)C(O)-c2ccc(F)cc2)cc1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,412.5010000000002,4.865900000000007,4,2,6,2,-7.9
3.962564,0.5154172060703869,CC(C)c1nN(c2ccc(F)cc2)nc(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,472.4920000000002,3.5184000000000015,6,3,9,2,-8.5
1.6182212,0.23074746861904583,CC(C)c1cc(-c2ccccc2)c(-c2cccc(F)c2)n1/C=C/[C@@H](CC(O)C[C@@H](O)CC(=O)O)CC(=O)O,523.6010000000003,5.622900000000008,6,4,13,3,-7.9
2.6969342,0.2513781621688086,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](OCc2ccccc2)CC(OC(C)(C)C)O1,611.7800000000002,6.720700000000008,7,0,10,3,-8.4
8.524077,0.3554196408981588,CC(C)c1nc(-c2ccccn2)cc(-c2ccc(F)cc2)c1CCC1C[C@@H](F)CC(C)CC1,448.6010000000003,8.170100000000005,2,0,6,3,-9.1
104.58235,0.45279052335284986,CC(C)c1cc(C(C)(C)C)cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC(=O)\C(=O)O,460.54200000000026,4.448100000000004,6,3,10,2,-7.7
47.17658,0.13890977917325248,CC(C)c1cc(SC(C)(C)Sc2cc(-c3ccc(F)cc3)c(OC#N)c(C(C)C)c2)cc(OCC(C)(C)C)c1,565.8200000000002,10.64477999999999,5,0,10,3,-7.4
3.1563883,0.27369177495129227,CC(C)c1cc(Sc2ccc(F)cc2)c(-c2cccc(Br)c2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,548.4740000000002,6.388600000000007,5,3,10,3,-8.6
5.7677627,0.43942009879364496,CC(C)c1nn(-c2cccc(F)c2)c(-c2ccc(F)cc2)c1/C=C/[C@H](O)C[C@@H](O)CC(=O)O,456.4890000000002,4.540700000000005,5,3,9,3,-8.0
15.546613,0.3264958851901006,CC(C)c1cc(-c2nc3ccccc3s2)cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC(=O)[O-],508.5910000000003,4.523500000000007,6,2,10,4,-8.5
8.491636,0.07877404305456347,CC(C)c1cc(SC(C)(C)Sc2cc(-c3ccc(F)cc3)c(OC[C@H](O)C[C@@H](O)CC(=O)[O-])c(C(O)C)c2)cc(-c2ccc(F)cc2)c1OC,725.8960000000003,7.735300000000011,9,3,16,4,-7.2
4.902251,0.536161660420259,CC(C)c1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1-c1ncccc1,437.491,3.0669000000000013,5,2,9,3,-8.7
9.9401865,0.4371008073389077,CC(C)c1ncc(Cl)c(C(C)Sc2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,449.9750000000002,5.9305000000000065,5,1,6,2,-7.6
26.046328,0.4039022585143633,CC(C)c1nc(C2CCCCC2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CN1CCC(=O)NCC(=O)N1CCC1,576.7570000000001,5.245800000000006,5,2,10,2,-7.9
126.694336,0.6169414659106109,CC(C)c1nc(-c2ccc(F)cc2)(CCCC(=O)O)c(CC[N+](C)(C)C)c1O,391.5070000000001,4.294900000000002,3,2,9,1,-6.5
17.11109,0.2541289619250186,CC(C)c1nc(N(C)S(C)(=O)=O)c(-c2ccc(F)cc2)c(-c2cccc(F)c2)c1/C=C/[C@H]1C[C@@H]([O-])C[C@H](OC(C)=O)CC(C)C1,639.7850000000001,6.713100000000008,6,0,8,3,-8.8
3.4008348,0.40996088518425733,CC(C)c1cc(-c2cc(F)ccc2)c(-c2cccc(F)c2)n1/C=C/[C@H](O)C[C@@H](O)CC(=O)O,455.50100000000015,5.281000000000007,4,3,9,3,-8.2
8.471705,0.3401953814648241,CC(C)c1nn(-c2nc3ccccc3[nH]2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-],477.51600000000025,2.943200000000002,6,3,9,4,-8.8
14.695124,0.30521432033989865,CC(C)c1ccc(-c2nc(C(C)C)cc(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c2-c2ccc(F)cc2)cc1,491.60300000000024,6.401300000000007,5,3,10,3,-7.9
2.2605708,0.2924743686867538,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](OCc1cc(F)ccc1)C(Cl)=O,594.0800000000003,5.056000000000005,7,1,12,3,-8.9
13.199828,0.24138383585614487,CC(C)c1cc(-c2nccc(F)c2)c(-c2ccc(F)cc2)n1/C=C/[C@H](O)C[C@@H](Oc1ccc(F)cc1)C(=O)O,536.5500000000002,6.5117000000000065,5,2,10,4,-7.7
67.283615,0.382513902420625,CC(C)c1c(NC(=O))ccc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](OCc2ccccc2)NC1=O,472.56000000000023,5.876600000000006,3,2,9,3,-8.3
8.917407,0.3414193687869845,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@H](C)C[C@@H](O)CC(=O)NO,494.5890000000002,3.0977000000000006,7,3,10,2,-8.9
29.148512,0.12147500680061744,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccc(F)cc2)NC(=O)/C=C\Br)O)cn1C,701.6380000000003,3.2570000000000006,6,5,15,3,-9.2
1.2794689,0.3386857725450648,CC(C)c1cc(-c2ccc(F)cc2)cc(-c2NCC2)c(-c2ccc(F)cc2)n1/C=C/[C@H](O)C[C@@H](O)CC(=O)O,536.6190000000003,5.077200000000007,6,4,10,2,-8.2
1.3512515,0.22660266547968552,CC(C)c1cc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)OC[C@H](O)CC(=O)O,557.5900000000003,4.575200000000006,7,4,13,3,-7.6
545.40936,0.529227037058583,CC(C)c1cc(-c2ncc(F)cc2)cc2cc(F)cc(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c12,442.48200000000026,3.4879000000000024,5,2,9,3,-8.6
754.0568,0.5994841542995555,CC(C)c1nc(-c2ccccc2)cc(CC2CCCCC2)c1/C=C/S(C)(=O)=O,397.5840000000001,6.010100000000006,3,0,6,2,-7.5
8.840281,0.11679809034360096,CC(C)c1cc(SC(C)(C)Sc2cc(-c3ccc(F)cc3)c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c2CCC(C)C)c1O,659.9060000000001,7.762400000000011,8,3,17,2,0.0
1.5831581,0.350466689139003,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@H]1C[C@H](O)[C@@H](OCc2c(F)cc(F)cc2F)O1,595.6150000000004,4.925100000000006,7,1,9,3,-8.5
152.93727,0.5533707571259426,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1CCc1ccccc1,427.5450000000002,4.587100000000005,4,0,7,3,-8.2
4.4086795,0.2689065589764868,CC(C)c1nc(-c2ccc(F)cc2)c(-c2cc(Cl)c(Cl)c(Cl)c2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,541.8340000000003,6.497100000000007,5,3,9,3,-8.2
3.3103757,0.17097485328357423,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,556.6340000000004,6.3942000000000085,5,4,11,4,-8.8
23.572115,0.4676322931563478,CC(C)c1cc(-c2cccc(F)c2)cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC(=O)[O-],469.50400000000025,4.052900000000005,5,2,10,3,-8.7
83.30787,0.29894051802716753,CC(C)c1cc(-c2ccc(F)cc2)(CCC(O)C[C@@H](O)CC(=O)[O-])c(-c2cccc(F)c2)c1CC[C@@H](O)CC(=O)[O-],570.6290000000002,2.5656,7,3,15,2,-7.8
3.7393422,0.3122123332262785,CC(C)c1nc(C(C)(C)C)cc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)Nc1ccccc1,504.6460000000002,6.462500000000008,4,3,9,3,-7.6
7.650418,0.2605369201320965,CC(C)c1c(NC(=O)c2c(-c3ccccc3)c(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])n2C(C)C)CC1,575.7010000000001,5.160300000000006,5,3,13,3,-8.2
3.4393218,0.39802503200392936,CC(C)c1nc(-c2cccc(Cl)c2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,472.9440000000002,5.190300000000007,5,3,9,3,-8.4
1.847954,0.20556777086058334,CC(C)c1cc(C(=O)Nc2ccccn2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)NO,507.5620000000002,4.2840000000000025,6,5,10,3,-9.0
1.5527694,0.4163886888907825,CC(C)c1nc(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,468.50000000000017,4.8120000000000065,6,3,9,3,-8.9
1.8645859,0.1564293795199515,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@H](O)C[C@@H](Oc1ccccc1)C[C@H](O)CC(=O)NO,616.7120000000002,3.6602000000000015,9,4,14,3,-8.2
1.5362889,0.3127911994245261,CC(C)c1nc(-c2ccc(F)cc2)c(/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c(C(=O)OCc2ccccc2)c1CCC(=O)O,561.6060000000003,5.465000000000006,8,2,10,3,-8.4
1.7844696,0.3223583031685252,CC(C)c1nc(-c2ccc(F)cc2)c(-c2cc(Cl)cc(N)c2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,487.9590000000002,4.772500000000006,6,4,9,3,-8.1
36.846733,0.5007628315660733,CC(C)c1nn(-c2cccnc2)c(-c2cc(F)ccc2)c1CCC(O)C[C@@H](O)CC(=O)[O-],440.4950000000003,2.3813000000000004,6,2,10,3,-7.7
2.8378952,0.40996088518425733,CC(C)c1cc(-c2ccc(F)cc2)c(-c2cccc(F)c2)n1/C=C/[C@H](O)C[C@@H](O)CC(=O)O,455.50100000000015,5.281000000000007,4,3,9,3,-8.0
1.8645859,0.1564293795199515,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](Oc1ccccc1)C[C@H](O)CC(=O)NO,616.7120000000002,3.6602000000000015,9,4,14,3,-8.4
18.104973,0.6965025499282923,CC(C)c1nc(-c2ccccc2)ccc(-c2cc(F)ccc2)n1CC1C[C@@H](O)CC(=O)O1,434.5110000000002,4.644300000000006,4,1,5,2,-8.0
4.468206,0.5710642412999781,CC(C)c1nc(C2CCCCC2)cc(-c2ccc(F)cc2)c1/C=C/[C@H]1C[C@@H](O)CC(=O)O1,437.5550000000002,6.1385000000000085,4,1,5,2,-8.1
10.387723,0.08760153704444487,CC(C)c1cc(SC(C)(C)Sc2cc(-c3ccc(F)cc3)c(OC=C(C)C)cc2)cc(OCC(O)C[C@@H](O)CC(=O)O)c1,628.8280000000002,8.504500000000009,8,3,15,3,-6.9
3.3477688,0.39802503200392936,CC(C)c1nc(-c2ccc(F)cc2)c(-c2cccc(Cl)c2)n1/C=C/[C@H](O)C[C@@H](O)CC(=O)O,472.94400000000013,5.190300000000007,5,3,9,3,-7.9
28.892525,0.39574817696973946,CC(C)c1cc(Sc2ccc(F)cc2)cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H]CC(=O)[O-],484.56400000000025,5.380490000000007,5,1,11,3,0.0
102.16599,0.7016233974165501,CC(C)c1cc(-c2ccc(F)cc2)cc(OCC(O)C[C@@H](O)CC(=O)[O-])c1,375.4160000000001,2.2468000000000004,5,2,9,2,-7.2
8.496063,0.3357946299698511,CC(C)c1cc(Sc2ccc(F)cc2)cc(-c2ccc(Br)cc2)c1OCC(O)C[C@@H](O)CC(=O)[O-],562.4770000000001,5.160500000000008,6,2,11,3,-7.4
1.4900113,0.3606824997698915,CC(C)c1cc(-c2ccnnc2)c(-c2ccc(F)cc2)n1CC/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,467.5410000000002,4.407500000000003,6,3,11,3,-8.0
2.3318465,0.4307758119862435,CC(C)c1cc(-c2nc[n+](C)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,454.52200000000016,3.3614000000000015,5,3,9,3,-8.1
4.796188,0.4661891857498084,CC(C)c1nc(-c2ccccn2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,439.48700000000014,3.9319000000000024,6,3,9,3,-8.2
6.5842614,0.2567441765679624,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](OC(C)=O)NO,496.5610000000002,2.4341,9,3,10,2,-8.5
2.4972277,0.6275820492090759,CC(C)c1cc(-c2ccc(F)cc2)c(OCC2CC[C@@H](O)CC(=O)O2)c(C(C)C)c1,414.51700000000017,5.574900000000007,4,1,6,2,-7.7
3.1275816,0.2835013020871562,CC(C)c1cc(-c2cccc(Cl)c2)c(-c2cc(Cl)cc(Cl)c2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,522.8560000000002,6.963000000000007,4,3,9,3,-8.3
2.558974,0.2106964566579851,CC(C)c1cc(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)C[C@@H](O)CC(=O)Nc1ccccc1,514.6410000000003,6.615400000000009,3,3,11,4,-8.5
3.519236,0.3259968337160021,CC(C)c1nc(CN(C)C(=O)O)cc(-c2ccc(F)cc2)c1/C=C/[C@H](O)C[C@@H](O)CC(=O)N(C)CC(=O)O,531.5810000000004,3.179100000000001,8,4,12,2,-8.1
6.4666815,0.37937242165469454,CC(C)c1cc(-c2ccn(-c3ccc(F)cc3)c(/C=C/[C@@H]3C[C@@H](O)CC(=O)O3)c(C(C)C)n2)cc(C(C)C)c1,530.6840000000003,7.385800000000009,4,1,7,2,-8.3
3.3454485,0.4038880215752166,CC(C)c1cc(-c2cccc(Cl)c2)c(-c2ccc(F)cc2)n1CC(O)C[C@@H](O)CC(=O)O,459.9450000000002,5.324600000000007,4,3,9,3,-7.6
30.477556,0.21928187321061834,CC(C)c1cc(SC(C)(C)Sc2ccc(F)cc2)cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)C(=O)[O-],561.6920000000002,5.616300000000009,7,2,12,3,-7.3
20.94221,0.49529875482348024,CC(C)c1nn(-c2cccc(Cl)c2)c(-c2ccc(F)cc2)c1/C=C/[C@H](O)C[C@@H](O)CC(=O)[O-],471.9360000000002,3.7203000000000044,5,2,9,3,-8.0
33.674892,0.5314534658772774,CC(C)c1cc(SC2CCCC2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,455.59500000000014,6.125500000000008,5,1,6,2,-8.6
3.3477688,0.39802503200392936,CC(C)c1nc(-c2ccc(F)cc2)c(-c2cccc(Cl)c2)n1/C=C/[C@H](O)C[C@H](O)CC(=O)O,472.94400000000013,5.190300000000007,5,3,9,3,-8.2
110.906265,0.6150152668737912,CC(C)c1nc(C/C(C)(C)C)cc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-],442.5510000000002,3.8648000000000042,5,2,9,2,-8.0
217.41899,0.5992256972694994,CC(C)c1cc(S)cc(-c2ccccc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,368.49800000000016,4.845400000000006,3,2,4,2,-7.3
3.2008343,0.3766019525079817,CC(C)c1cc(-c2cncc(F)c2)c(-c2cc(F)cc(Cl)c2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,490.93400000000014,5.329400000000006,5,3,9,3,-8.1
6.3764367,0.4327351754843286,CC(C)c1cc(-c2ccccn2)c(-c2ccc(F)cc2)n1CCC(O)C[C@@H](O)CC(=O)O,440.5150000000002,4.456300000000004,5,3,10,3,-8.2
1.4049124,0.2214606162240429,CC(C)c1cc(-c2cncc(-c3ccc(F)cc3)c2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,532.5870000000002,6.343000000000008,5,3,10,4,-8.5
17.051434,0.21282778519551748,CC(C)c1nn(-c2ccc3cc(F)ccc3n2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](OC(=O)C(=O)O)CC(=O)[O-],578.5480000000002,3.389700000000002,9,2,10,4,-8.8
15.826143,0.33366310911842045,CC(C)c1cc(C(C#N)c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(F)c1OCC(O)C[C@@H](O)CC(=O)[O-],559.4410000000001,5.209080000000008,6,2,11,3,-7.6
31.49566,0.3865354674702494,CC(C)c1cc(Sc2ccc(F)cc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,480.5760000000002,6.986100000000008,4,1,6,3,-8.0
364.79944,0.5432533132662812,CC(C)c1cc(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)CC(=O)O,395.47400000000016,5.310300000000006,3,2,8,3,-7.0
14.035862,0.5586773381556012,CC(C)c1nc(-c2ccc(F)cc2)cc(-c2ccc(F)cc2)c1/[C@@H]1C[C@@H](O)CC(=O)O1,423.4590000000002,5.556200000000006,4,1,4,3,-7.8
10.050126,0.5221366665637843,CC(C)c1cc(-c2ccccn2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,431.5070000000002,5.757800000000007,4,1,5,3,-8.1
6.3671947,0.5645279138585303,CC(C)c1cc(-c2cccnc2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,432.4950000000002,5.152800000000006,5,1,5,3,-8.1
